mask_based_eccentricity_MHCII,dissimilarity_P-CD3zeta,mean_intensity_P-CD3zeta,mean_intensity_ratio_F-Actin_R5_R7,mean_intensity_ratio_MHCII_R5_R7,condition,key,object_number
1.0,0.19225790028589207,0.735718332393306,0.9230178627467008,1.0,CD19-TCB,Experiment_3 Donor_1,209603
0.9031733405605453,0.0,0.8465657847062855,0.19052778011359162,0.07106640657946207,CD19-TCB,Experiment_3 Donor_1,194653
0.21689897211465875,0.7228030674305136,0.7487183185475088,0.23038854686295732,0.097001147017957,CD19-TCB,Experiment_3 Donor_1,200949
1.0,1.0,0.6901184983966804,0.3884508749489069,0.6954110358476352,CD19-TCB,Experiment_3 Donor_1,192888
0.2903000213843933,0.7206582267432687,0.3181425001935757,0.3913713042789819,0.29768189458883726,CD19-TCB,Experiment_3 Donor_1,209749
0.038111496730994184,0.7818291497682314,0.2071678352218188,0.694640060914744,0.6273906288134865,CD19-TCB,Experiment_3 Donor_1,180912
0.7570728457483791,0.536119765058188,0.7073546809639528,0.12768524463962264,0.08990504030326595,CD19-TCB,Experiment_3 Donor_1,215649
0.0,0.3170531342355806,0.14419571650642535,0.39908734298276516,0.3024373992924033,CD19-TCB,Experiment_3 Donor_1,183843
0.1283852042874741,0.5127805456147679,0.42741400637322563,0.27299452345022224,0.19903294993797277,CD19-TCB,Experiment_3 Donor_1,210056
0.9177268432534872,0.28197873466328477,0.5744879063898425,1.0,0.5262018033825947,CD19-TCB,Experiment_3 Donor_1,200576
0.6446569457244329,0.15760568473040765,0.342835866171494,0.419332398106779,0.5247605556817597,CD19-TCB,Experiment_3 Donor_1,218029
0.9947131413273335,0.3299416612062117,0.6604548284553391,0.7195181827405221,0.5753856364833784,CD19-TCB,Experiment_3 Donor_1,191993
0.3560921781741065,0.3814216792256056,0.5023504738231985,0.5838830580054292,1.0,CD19-TCB,Experiment_3 Donor_1,211213
0.6812367297867873,0.02118996313925815,1.0,0.5149274504679531,0.20342827035873998,CD19-TCB,Experiment_3 Donor_1,215598
0.6830695242578992,0.11814227198102864,0.16915535839003973,0.4801255380291015,0.527548698101546,CD19-TCB,Experiment_3 Donor_1,184958
0.7785715796900033,0.5437631435244213,0.5497498891051447,0.2006498996139481,0.22377751691653064,CD19-TCB,Experiment_3 Donor_1,193009
0.7995085788490403,0.6173587964242137,0.29294943084512676,0.04395958265314403,0.05289200989477192,CD19-TCB,Experiment_3 Donor_1,168509
0.6723993649805988,0.96542461423547,0.4772457120522102,0.9427923603135274,0.8276170415908141,CD19-TCB,Experiment_3 Donor_1,194609
0.49981788645624375,0.4355389658059055,0.4644283575838819,0.1470010302425541,0.13206777496456365,CD19-TCB,Experiment_3 Donor_1,216256
0.3883208425386483,0.4724970285192801,0.4239410820461149,0.13606316514021782,0.11187785797764684,CD19-TCB,Experiment_3 Donor_1,190494
0.9262655939393061,0.46046181461820657,0.3012032166275508,0.9733905401344277,1.0,CD19-TCB,Experiment_3 Donor_1,183627
0.3308995554249142,0.24623438261549555,0.718013493539333,0.2393888547152959,0.2629563484819607,CD19-TCB,Experiment_3 Donor_1,212156
0.3732912764738533,0.7635026282759863,0.3394157036351747,0.9702697195726673,0.8430136275989648,CD19-TCB,Experiment_3 Donor_1,165035
0.3999781200504624,0.5183340086043237,0.34719688291789974,0.28689840876940786,0.2341038857561957,CD19-TCB,Experiment_3 Donor_1,169056
0.0806619336637126,0.6786874055482549,0.002240938407104257,0.9002515229870873,1.0,CD19-TCB,Experiment_3 Donor_1,169094
0.3067212399167781,0.8209717912586626,0.6493155114685315,0.7087208571586282,0.6520219106420455,CD19-TCB,Experiment_3 Donor_1,205074
0.0,0.6286164965611984,0.18128646055342798,0.2232378228849245,0.20294040986239426,CD19-TCB,Experiment_3 Donor_1,196192
0.4034648931369792,0.5329928275670552,0.7859628031570989,0.5607508441291048,0.3957204489066371,CD19-TCB,Experiment_3 Donor_1,217339
0.570685069668074,0.5711107590018485,0.8658173955879833,1.0,0.6585513916200669,CD19-TCB,Experiment_3 Donor_1,211060
0.8068737402754776,0.4196026859749579,0.503993729398308,0.008756872251784854,0.0,CD19-TCB,Experiment_3 Donor_1,218541
0.7954379438534881,0.08849667870885511,1.0,0.8797645686674833,0.8670435564825226,CD19-TCB,Experiment_3 Donor_1,184282
0.35871482823441747,0.48526111786128656,1.0,0.6032818817109694,0.5256738997799385,CD19-TCB,Experiment_3 Donor_1,213135
0.8777965635163045,0.987346205199095,0.49766956762121944,0.014923590253107275,0.18147592027634188,CD19-TCB,Experiment_3 Donor_1,216455
0.6500706921132169,0.5291213784080689,0.25117483369615723,0.1979044717503905,0.19683148210723794,CD19-TCB,Experiment_3 Donor_1,170337
0.9484775162466373,0.3634077358929229,0.42801389448823773,0.78270757693745,0.7711021412072562,CD19-TCB,Experiment_3 Donor_1,169472
0.8747721895168872,0.44659791403351834,0.2133672343657058,0.896815914013231,0.6970505851280498,CD19-TCB,Experiment_3 Donor_1,168760
0.8604210653517591,0.5711627145349576,0.5034561844072911,0.6331065760747442,0.31980152537365586,CD19-TCB,Experiment_3 Donor_1,217527
0.5127728305897026,0.12287934661019259,0.977344991781008,0.30541207988381613,0.28006904196468785,CD19-TCB,Experiment_3 Donor_1,178891
0.45819165412675905,0.7486263580271101,0.4565351477607063,0.01119666003258002,0.08827029897414457,CD19-TCB,Experiment_3 Donor_1,200586
1.0,0.14031734124779105,0.7499348817046753,0.0,0.47336619652831513,CD19-TCB,Experiment_3 Donor_1,169278
0.7003158989651201,0.627193528226629,0.49212884552570124,0.2914559172751197,0.1669984096306447,CD19-TCB,Experiment_3 Donor_1,186412
0.551127299059105,0.43752542133702343,0.26323654491751103,0.45546955204718037,0.34290560899039224,CD19-TCB,Experiment_3 Donor_1,167739
0.6398468646095217,0.175016098940558,1.0,0.23815592692966295,0.1676183662510872,CD19-TCB,Experiment_3 Donor_1,204798
0.7516930286354931,0.573463526529364,0.5992006937653978,0.0,0.0,CD19-TCB,Experiment_3 Donor_1,204071
0.7709276674054378,0.26155302164776856,0.6067039733419896,0.0864557248487681,0.001340405024889231,CD19-TCB,Experiment_3 Donor_1,172625
0.7358430217330197,0.4353110337577145,1.0,0.3132742715068043,1.0,CD19-TCB,Experiment_3 Donor_1,173788
0.0,0.946964349088787,0.8444993972720123,0.674878050125345,0.46965037204527044,CD19-TCB,Experiment_3 Donor_1,213979
0.8829286379129173,0.14206311204637487,0.45717774392059407,0.14746096032770936,0.052448964523635754,CD19-TCB,Experiment_3 Donor_1,181900
0.37726687566850614,0.5605270090012304,0.22829631948234522,0.0852177080280465,0.06980110337748478,CD19-TCB,Experiment_3 Donor_1,181212
0.8462897419739259,0.3471896672771157,0.23457654457342672,0.6368608001066978,0.44794650108488265,CD19-TCB,Experiment_3 Donor_1,185386
1.0,0.3183142120443178,0.20686369653718287,0.360046921139354,0.36944177153838625,CD19-TCB,Experiment_3 Donor_1,196783
0.7376495815556761,0.632237986574545,0.7606507230951006,0.8946751311238923,0.7206192367308567,CD19-TCB,Experiment_3 Donor_1,200771
0.6595341928511097,0.6621987527469372,0.271353326322432,0.9652308782665538,0.8701004363446174,CD19-TCB,Experiment_3 Donor_1,212143
0.07493596614351455,0.6831917870652486,0.3026189186730775,0.0,0.1984601575734269,CD19-TCB,Experiment_3 Donor_1,176954
0.0,0.23781572707255086,1.0,0.12257669760853479,0.023541212858242334,CD19-TCB,Experiment_3 Donor_1,208455
0.8049347762818951,0.45821561064594385,0.3811761999255466,0.18994186373075247,0.46699673115177387,CD19-TCB,Experiment_3 Donor_1,204093
0.3304868941796927,0.6597098264426123,0.47116612481524217,0.23035944340172546,0.19032717178370503,CD19-TCB,Experiment_3 Donor_1,207574
0.42069230905889066,0.5789668109714993,0.4870391085759692,0.5147153152036108,0.32934702858970516,CD19-TCB,Experiment_3 Donor_1,216391
0.772790384832712,0.27339017335389726,0.1524701211521943,0.5151108079818142,0.22499303527506756,CD19-TCB,Experiment_3 Donor_1,185204
0.6519047772293978,0.6725901599162933,0.6603541250857332,0.206748820330236,0.2064585108717937,CD19-TCB,Experiment_3 Donor_1,208309
0.338779940674302,0.6672716463385949,0.6078492426785704,0.17261198822167642,0.1701988081495569,CD19-TCB,Experiment_3 Donor_1,215912
1.0,0.4349120300785994,0.6197278051766572,0.2982371813667642,0.2400839530271719,CD19-TCB,Experiment_3 Donor_1,168835
0.15292048199852848,0.7382462832988115,0.2574490686442968,0.3110677014886802,0.2502401435625364,CD19-TCB,Experiment_3 Donor_1,186656
0.12411615994690504,0.8581019180509745,0.08162845315806923,0.47489771251875285,0.35602239593246005,CD19-TCB,Experiment_3 Donor_1,210460
0.8016590086531701,0.5507469504149914,1.0,0.0,0.0,CD19-TCB,Experiment_3 Donor_1,192340
0.7297805094884443,0.41855499450765943,0.18182267626588466,0.30125367234305056,0.15314000352656965,CD19-TCB,Experiment_3 Donor_1,216586
0.057297100396717406,0.6804967153340659,0.06650219046185059,0.36290962711110497,0.2939475252995667,CD19-TCB,Experiment_3 Donor_1,167889
1.0,0.5357796276862384,0.5533548265282414,0.0,0.9344123464989292,CD19-TCB,Experiment_3 Donor_1,214946
0.40228734880450046,0.5226524174861321,0.3777017491215382,0.5745609256959048,0.5264598760972982,CD19-TCB,Experiment_3 Donor_1,168476
0.9295952849651576,0.5889561664397612,0.32098877397197506,0.6114764658477863,0.4096624773453827,CD19-TCB,Experiment_3 Donor_1,195004
0.2742339363819846,0.6680906183430689,0.26240453265268604,0.4166687962941338,0.43878899916953706,CD19-TCB,Experiment_3 Donor_1,185896
0.05331604516769786,0.551129410921298,0.27659430236174914,0.44886956167512837,0.21857899480020201,CD19-TCB,Experiment_3 Donor_1,213119
0.5311879962519572,0.25168882675570803,1.0,1.0,1.0,CD19-TCB,Experiment_3 Donor_1,180019
0.7575454857873722,0.5247114512837102,0.10963850637176245,0.32595881900326396,0.9057687407789744,CD19-TCB,Experiment_3 Donor_1,177679
0.04581206454717846,0.5622841797631609,0.30600168780484005,0.14555058041178168,0.16631477880284407,CD19-TCB,Experiment_3 Donor_1,208290
0.5204128182775376,0.7702780371325847,0.7663945990754047,0.7096318617664111,0.26253123451076044,CD19-TCB,Experiment_3 Donor_1,211206
0.3066749048785436,1.0,0.0,0.8636755922218361,0.6720858554625538,CD19-TCB,Experiment_3 Donor_1,187622
0.42880869611600375,0.32098927867511373,0.5680578821439968,0.5032337141914724,0.3544149734383279,CD19-TCB,Experiment_3 Donor_1,181681
0.8286523568091317,0.5063206871376168,0.6801228831456497,0.6896856490558452,0.5432840599276596,CD19-TCB,Experiment_3 Donor_1,205003
0.23667291165711543,0.9415211028643384,0.23485740770695776,0.19092568363745152,0.14450193017430557,CD19-TCB,Experiment_3 Donor_1,210512
0.7350394632603369,0.37089826484442245,0.4905143815175075,0.6045579872705826,0.36791027050738273,CD19-TCB,Experiment_3 Donor_1,181744
0.5267784178670087,0.22786344187862564,0.46526011327029004,0.37132281207655615,0.4926028681145136,CD19-TCB,Experiment_3 Donor_1,217930
0.7603570018453083,0.3406976251388603,0.38907159794427726,0.09143719621516835,1.0,CD19-TCB,Experiment_3 Donor_1,178714
0.8041409791117892,0.6848055307740881,0.23528248208596053,0.05468614668202854,0.7734118987437238,CD19-TCB,Experiment_3 Donor_1,177051
0.38838279491157507,0.5759221091121016,0.1291178762638125,0.516896343773578,0.41095979071388977,CD19-TCB,Experiment_3 Donor_1,175377
0.7803259152474931,0.038416844083301725,0.7704985553486828,0.1648199162266637,0.16341082499165646,CD19-TCB,Experiment_3 Donor_1,187723
0.41618153007848097,0.7368854355986344,0.327662875243925,0.4004391378635048,0.4257550627852437,CD19-TCB,Experiment_3 Donor_1,187106
0.6312896337454894,0.22719804646660743,0.3872904412167736,0.4379821585527608,0.5149474305576786,CD19-TCB,Experiment_3 Donor_1,170788
0.0,0.5355544597762448,0.6111192726901121,0.5169468640419558,0.3579947579375762,CD19-TCB,Experiment_3 Donor_1,207460
0.25010434749457844,0.6256725204391871,0.48674258695889,0.09347395757504198,0.023892906718049278,CD19-TCB,Experiment_3 Donor_1,182803
0.40868845788817404,0.3075966641599843,0.9211695174410198,0.3940431935067541,0.35290759627430796,CD19-TCB,Experiment_3 Donor_1,168381
0.29308354792557717,0.0,0.5393113290931489,0.2239084408440554,0.1412342988260166,CD19-TCB,Experiment_3 Donor_1,190365
0.034985781533517495,0.6770559437475848,0.12219848129708592,0.18350482115169878,0.14029732811477436,CD19-TCB,Experiment_3 Donor_1,167601
0.0058884891994060405,0.3349284600225459,0.7369967870175186,0.5604769908056884,0.4619333222195698,CD19-TCB,Experiment_3 Donor_1,190979
0.8003419509041534,0.7316522332975552,0.41176032188173756,0.5649987221005691,0.739708787206554,CD19-TCB,Experiment_3 Donor_1,201161
0.8965401649088064,0.1664533778703408,0.805279250448035,0.08867211207373338,0.18514944762669075,CD19-TCB,Experiment_3 Donor_1,186773
0.7870247514664678,0.4555667757444371,0.6091712627995158,0.6033406008624993,0.28318383169271344,CD19-TCB,Experiment_3 Donor_1,206726
0.6719977981374675,0.4005551823892111,0.16355776108834927,1.0,0.006013298633375478,CD19-TCB,Experiment_3 Donor_1,170918
0.867573179737706,0.7064194766926263,0.7385945303865312,0.9064474200476754,0.4127521726211502,CD19-TCB,Experiment_3 Donor_1,205584
0.7079458980239582,0.44496751159654774,0.6652564703079618,0.3213798829455263,0.3371497295956145,CD19-TCB,Experiment_3 Donor_1,217657
0.6044116108472718,0.0,1.0,0.0,0.0,CD19-TCB,Experiment_3 Donor_1,166319
0.8777609122644083,0.7809639210516676,0.39340470721357,0.9838991195910671,0.5792777788029858,CD19-TCB,Experiment_3 Donor_1,194049
0.40868104673349986,0.7557481557314121,0.04507475647275758,0.14406507617248807,0.03979034020584369,CD19-TCB,Experiment_3 Donor_1,174578
0.9635591786225182,0.6628815865800876,0.8049553208148205,0.7470531023403267,0.4182490360911659,CD19-TCB,Experiment_3 Donor_1,198721
0.40906785657895134,0.283147931730865,0.44353536184652265,0.0,0.0019481959345812314,CD19-TCB,Experiment_3 Donor_1,185396
0.6965179160149304,0.8074778723786094,0.5007582990602412,0.9672653988432266,0.8649559252261191,CD19-TCB,Experiment_3 Donor_1,203295
0.8106155467807099,0.34047236954555504,0.6838763572385484,0.07414931658534007,0.0715509963977426,CD19-TCB,Experiment_3 Donor_1,177121
0.5893385633231071,0.0,0.9568486953896562,0.1422176668516834,0.04704052470902429,CD19-TCB,Experiment_3 Donor_1,172519
0.6910431571428117,0.6916199349810866,0.24945277669471622,0.36347716997345214,0.2542557273519068,CD19-TCB,Experiment_3 Donor_1,185191
0.47250261495306256,0.8527071085868226,0.15735216230095653,0.04380295961904584,0.16100010757844102,CD19-TCB,Experiment_3 Donor_1,211373
0.9762935994073507,0.6502881056871206,0.671857448838988,0.015321214072882861,0.21864696148678098,CD19-TCB,Experiment_3 Donor_1,189489
0.5305743985372422,0.08547899792308766,0.27971574033321034,0.9676799766344549,0.8140954946237734,CD19-TCB,Experiment_3 Donor_1,180012
0.95555612191348,0.17098708465962512,0.47650568454335374,0.3790832937105036,1.0,CD19-TCB,Experiment_3 Donor_1,212899
0.7883508561436353,0.4519889786986332,0.1949360844616828,0.13825131146511643,0.19716895000413182,CD19-TCB,Experiment_3 Donor_1,187730
0.7489521886228446,0.6469968617443452,0.2191010432114783,0.5788638444587254,0.5680599160783949,CD19-TCB,Experiment_3 Donor_1,176538
0.2789680889317368,0.5822242479746355,0.3969851651318235,1.0,0.6455447305301601,CD19-TCB,Experiment_3 Donor_1,198645
0.25515283457861093,0.6239507552152955,0.4425486475919096,0.1811122340373738,0.19863893842389876,CD19-TCB,Experiment_3 Donor_1,207712
0.0,0.5615717108129606,0.41049082573373635,0.1196761304191565,0.22343476254030734,CD19-TCB,Experiment_3 Donor_1,207456
0.15916301344366415,0.609187052106713,0.9274325037832382,0.5480771506140577,0.20589312239659355,CD19-TCB,Experiment_3 Donor_1,200436
0.424225438359533,0.3242193743252115,0.4263379795601426,0.13255453027971204,0.1515916155483636,CD19-TCB,Experiment_3 Donor_1,186721
0.5897082126346698,0.6183942711312247,0.09716402192096639,0.7328749744511793,0.6994260171413393,CD19-TCB,Experiment_3 Donor_1,171257
0.23761678064760178,0.9193842155592381,0.4400629610417393,0.1170868896722979,0.1465081715176276,CD19-TCB,Experiment_3 Donor_1,178340
0.8558731789888302,0.4046095086794578,0.14662203696760426,0.6601966071529692,0.5372068970317774,CD19-TCB,Experiment_3 Donor_1,191840
0.24174864059379544,0.808237171108145,0.10451747881828702,0.20622384708357128,0.3153014706132979,CD19-TCB,Experiment_3 Donor_1,172414
0.6262199121283332,0.47889499476203345,0.31964399582272157,0.3237349724236397,0.3746653833075004,CD19-TCB,Experiment_3 Donor_1,173061
0.8518475451757282,0.3929407331053685,0.33605956685674676,0.4244124296936996,0.2738941957267279,CD19-TCB,Experiment_3 Donor_1,187490
0.8788944598137955,0.460137400722233,0.3989872018007091,0.30782211517473157,0.42305761969815,CD19-TCB,Experiment_3 Donor_1,213137
0.2307296758941874,0.546637559872548,0.2683512989237866,0.21293586089608948,0.3972637061091717,CD19-TCB,Experiment_3 Donor_1,172215
0.45159379522587434,0.6391521183070837,0.25816433094030095,0.4727733198602466,0.4488468543338273,CD19-TCB,Experiment_3 Donor_1,200390
0.5962598181733864,0.0,0.3061790456831833,0.07210902737568138,0.0,CD19-TCB,Experiment_3 Donor_1,201540
0.5963077118294455,0.621212356716767,0.1869917403439999,0.37367438893629884,0.4693755672186586,CD19-TCB,Experiment_3 Donor_1,184445
0.14410556678525602,0.286330155737694,0.7570262920030429,0.0,0.0,CD19-TCB,Experiment_3 Donor_1,203400
1.0,0.1647964312316635,0.4238726107270037,0.37774809978712387,0.880070290332613,CD19-TCB,Experiment_3 Donor_1,206680
0.6776383025409043,0.4948160951743979,0.20644513276889223,1.0,0.385337109274481,CD19-TCB,Experiment_3 Donor_1,172815
1.0,0.07159390925844777,0.7370727390740596,0.14767264158909332,0.14073731541104628,CD19-TCB,Experiment_3 Donor_1,194181
0.9509732296203786,0.5726464788391412,0.5828333788526108,1.0,1.0,CD19-TCB,Experiment_3 Donor_1,194150
0.5214832564604583,0.8693483883007418,0.40439686506684475,0.48339559934396165,0.5433727608159873,CD19-TCB,Experiment_3 Donor_1,207000
0.39057978147158473,0.704515003223274,0.23108116648791768,0.2848486749358375,0.17419059386596814,CD19-TCB,Experiment_3 Donor_1,197194
0.8275069324491238,0.6270561642583975,0.21486508833676646,1.0,1.0,CD19-TCB,Experiment_3 Donor_1,205488
0.7743747415058193,0.6350036014376857,0.5655854531348227,0.45004143584460427,0.29004227596957416,CD19-TCB,Experiment_3 Donor_1,165409
0.47898014243906367,0.552139032190212,0.3169424437992447,0.2819337850906968,0.20695740885347905,CD19-TCB,Experiment_3 Donor_1,188308
1.0,0.7261686791130625,0.5268954013541428,0.36870978186379444,0.6595366533620256,CD19-TCB,Experiment_3 Donor_1,176250
0.37185185321794445,0.7937767400499743,0.7592347990287601,0.17591413307571752,0.16564719908368858,CD19-TCB,Experiment_3 Donor_1,194720
0.6664634328921614,0.45890285503233247,0.19108699972055357,0.22494924374088593,0.14345630902083448,CD19-TCB,Experiment_3 Donor_1,208123
0.8829730926176121,0.4255816171591511,0.2893566150062178,0.4565132975437892,0.5300061756133907,CD19-TCB,Experiment_3 Donor_1,211791
0.0,0.575999176476024,0.7861942045815796,0.33877945981479773,0.5574507246352309,CD19-TCB,Experiment_3 Donor_1,214388
0.4588367327696745,0.3462236188530168,0.9524488853038289,0.8208031797888534,0.589339432995933,CD19-TCB,Experiment_3 Donor_1,184288
0.44221064297135254,0.3600073443373355,0.48599154971321884,0.6619501265512167,0.4707023133644615,CD19-TCB,Experiment_3 Donor_1,205007
0.39227907628837916,0.45258150756800736,0.5166806748376779,0.06487128135363472,0.07646260549518942,CD19-TCB,Experiment_3 Donor_1,190715
0.37561858242452506,0.0,0.7234037370793595,0.34526709938349626,0.14464230322854257,CD19-TCB,Experiment_3 Donor_1,219198
1.0,0.30667127348457907,0.7901260600551483,0.4727592080420984,1.0,CD19-TCB,Experiment_3 Donor_1,211359
0.9984528389501578,0.5866123946475446,0.20751937431988743,0.19593616260934105,0.4660683298097206,CD19-TCB,Experiment_3 Donor_1,186482
0.6500890718303278,0.0,0.58113357852649,0.7064507676314341,0.8554385034009276,CD19-TCB,Experiment_3 Donor_1,212340
0.4376073915668512,0.5389129638358475,0.3000971685880607,0.0,0.0,CD19-TCB,Experiment_3 Donor_1,194955
0.7826361433151899,0.7074014493780014,0.5197200085337789,0.8936547499656464,0.6344174988328729,CD19-TCB,Experiment_3 Donor_1,190130
0.8462015050392162,0.6200064000299577,0.39335031377214674,0.030257030641851975,0.048729541562001585,CD19-TCB,Experiment_3 Donor_1,173069
0.9715431074907805,0.2288076609277399,0.47062339942017,0.171863820952071,0.1148969473161729,CD19-TCB,Experiment_3 Donor_1,199625
0.4082669380786648,0.6840839597149199,0.42393420210617944,0.28152840514957705,0.23827171424387217,CD19-TCB,Experiment_3 Donor_1,214062
0.5701267338093301,0.4638898463515036,0.48658300666558685,0.14029117220712767,0.046456944612012316,CD19-TCB,Experiment_3 Donor_1,171520
0.3477031393837774,0.5361153203511653,0.6225278136687953,0.1642144506450166,0.2719413106647753,CD19-TCB,Experiment_3 Donor_1,207158
0.8334333480276614,0.5995703714795256,0.44611794139205135,0.2601666776441385,0.2052100167722068,CD19-TCB,Experiment_3 Donor_1,165711
0.6911597074465198,0.34976609242593476,0.8832890805444672,1.0,1.0,CD19-TCB,Experiment_3 Donor_1,170639
0.7977154110086627,0.6031401213443915,0.38228425576482994,0.1690812336255115,0.05596187539332143,CD19-TCB,Experiment_3 Donor_1,179730
1.0,0.5422407883663453,0.005661064095982408,0.8214326837530728,0.8667972035806396,CD19-TCB,Experiment_3 Donor_1,167116
0.6694100919910653,0.45787566557063875,0.7815663633490556,0.4198363165131117,0.41200072045419345,CD19-TCB,Experiment_3 Donor_1,210712
0.5821706397458444,0.5777972844566664,0.3976044948228656,0.36548910481528546,0.4879892142071079,CD19-TCB,Experiment_3 Donor_1,192234
0.7473958451065237,0.3576734200383699,0.6552603568888663,0.49557972169682213,0.302587230262827,CD19-TCB,Experiment_3 Donor_1,176298
0.7835281664673241,0.11678918059724097,0.01880877595324054,0.5724902754859056,0.3670491470147891,CD19-TCB,Experiment_3 Donor_1,172952
0.5393799911599529,0.5920475669620836,0.0,0.11167086629146036,0.0406383654811862,CD19-TCB,Experiment_3 Donor_1,191929
0.3312213751333213,0.27720604403941307,0.5226123106658745,0.5937076433890331,0.31917886492679415,CD19-TCB,Experiment_3 Donor_1,213784
0.7228652136240613,0.561506166070758,0.4535010979104328,0.191151606326904,0.1967773219405601,CD19-TCB,Experiment_3 Donor_1,210685
0.0,0.14773217603342245,0.5777828070366718,0.2099083408453025,0.1748041968973517,CD19-TCB,Experiment_3 Donor_1,171140
0.23368348329593222,0.26713927750308625,1.0,0.1072910686760704,0.20549189834437045,CD19-TCB,Experiment_3 Donor_1,216829
0.7004618165841187,0.43773198564396776,0.3110306649712501,0.22172548447810098,0.18060643188243605,CD19-TCB,Experiment_3 Donor_1,215942
0.6686520989998431,0.23213181786807094,0.2296812959211777,0.2992313808195814,0.08546795023422575,CD19-TCB,Experiment_3 Donor_1,200210
0.3576868063843965,0.6177434241068733,0.46401884884320493,0.24815369995995773,0.1910041560221911,CD19-TCB,Experiment_3 Donor_1,215288
0.39230772620668547,0.47311073346125526,0.0,0.7864372830924516,0.0,CD19-TCB,Experiment_3 Donor_1,214286
0.0017371677332221464,0.8597172503413121,0.25963028584198306,1.0,1.0,CD19-TCB,Experiment_3 Donor_1,207597
0.0,0.631217278016521,0.35491361897346896,0.3872055186462837,1.0,CD19-TCB,Experiment_3 Donor_1,187306
0.6086385981661687,0.6053552010550223,0.3924080752036192,0.5296148899223557,0.31102377119968183,CD19-TCB,Experiment_3 Donor_1,211129
0.8089970231685286,0.0,0.7871462054108174,0.6283077910421786,0.6172247996815514,CD19-TCB,Experiment_3 Donor_1,185811
0.21606550393944413,0.5433639235051494,0.2701688585287856,0.22494624859639062,0.2482036065327211,CD19-TCB,Experiment_3 Donor_1,173983
0.11283935582723982,0.3811370495614197,0.5800536116103564,0.13303807250741648,0.171160591730849,CD19-TCB,Experiment_3 Donor_1,202805
