contrast_P-CD3zeta,manders_overlap_coefficient_R4_F-Actin_R7_P-CD3zeta,mean_intensity_P-CD3zeta,max_intensity_ratio_P-CD3zeta_R5_R7,mean_intensity_F-Actin,condition,key,object_number
0.22024605855512,0.6915782677558978,0.43868311092449674,0.24691948050827364,0.1774541384386934,Isotype,Experiment_1 Donor_1,204980
0.3510379375518952,0.5736303017394139,0.013882894196821052,0.13762187800172337,0.2269137472403808,Isotype,Experiment_1 Donor_1,235941
0.6922067249744605,0.1934565060041819,1.0,0.14704552758086503,0.244367082337239,Isotype,Experiment_1 Donor_1,222640
0.71474785430999,0.31289913384791296,0.34888123537342547,0.12050952911976047,0.5474582788003725,Isotype,Experiment_1 Donor_1,234368
0.2231914413132383,0.448042569588145,0.1416916686677933,0.4645027205333874,0.34775778743032265,Isotype,Experiment_1 Donor_1,208619
0.08400993890500598,0.6606423892818396,0.17698833081223164,0.7026667480852232,0.20722110346741018,Isotype,Experiment_1 Donor_1,237045
0.709028107896782,0.11681633665178907,0.8941481995460518,0.12627640519821426,0.7016179612207301,Isotype,Experiment_1 Donor_1,232679
0.6321824522752464,0.41162799077040635,0.6575352726231225,0.0,0.30269302018540567,Isotype,Experiment_1 Donor_1,227647
0.5867188995663349,0.6327644959173937,0.22812135791065566,0.0,0.22822368360498943,Isotype,Experiment_1 Donor_1,226738
1.0,0.0,0.34946041015786855,0.3571481271283604,1.0,Isotype,Experiment_1 Donor_1,223187
0.0865443065421764,0.285023787983372,0.13460023803355348,0.46960796565954327,0.6013324373592971,Isotype,Experiment_1 Donor_1,222796
0.3623085936178048,0.8408351922989311,0.0,0.044524541553071215,0.14476728962755972,Isotype,Experiment_1 Donor_1,194027
0.0,0.30605080340577584,0.8243788453368316,0.8780565222635324,0.37915055226525474,Isotype,Experiment_1 Donor_1,205883
0.5614720753796457,0.2560215631278846,0.7496330541953258,0.4796454294517831,0.5092261928413322,Isotype,Experiment_1 Donor_1,196046
1.0,0.4587537976042278,0.17824687071573161,0.0,0.3902376545072711,Isotype,Experiment_1 Donor_1,216815
0.1470305198848245,0.5032104998027894,0.6345066929068027,0.6291679097715266,0.25653111035574916,Isotype,Experiment_1 Donor_1,230395
0.2769938962780437,0.3161674407587813,1.0,0.4706547963341491,0.2849308236033554,Isotype,Experiment_1 Donor_1,224356
0.2127001433940295,0.5065198890922569,0.05429220125663668,0.15439893110036138,0.37715375791658157,Isotype,Experiment_1 Donor_1,220533
0.1308406609834979,0.1976252257391607,0.2938365094992924,0.20496178384875344,0.7708794643618325,Isotype,Experiment_1 Donor_1,203718
0.0949310802337205,0.7112934118024,0.5581132414846589,0.012485659757390436,0.12248084886843283,Isotype,Experiment_1 Donor_1,227401
0.06305211310440832,0.5234247020449898,0.2250141766002283,0.06599742417161647,0.35019657142255384,Isotype,Experiment_1 Donor_1,203910
0.3013690771412606,0.4590774883275559,0.2970601565147984,0.49553884871902937,0.3253843292521884,Isotype,Experiment_1 Donor_1,206710
0.11668176469979089,0.5753023835193694,0.4294796504211983,0.2918151042024782,0.23754870313251342,Isotype,Experiment_1 Donor_1,232686
0.750677716327411,0.38768515609274057,0.7689427421827301,0.5853829330156424,0.34873528086541583,Isotype,Experiment_1 Donor_1,220588
0.3877921157057621,0.41101455315262475,0.3444691515101154,0.09782207186007354,0.41783133338626427,Isotype,Experiment_1 Donor_1,223283
0.5275253244476483,0.5028588463228608,0.18352001143208252,0.0,0.3597652920712333,Isotype,Experiment_1 Donor_1,239703
0.0,0.3637617204342602,0.1866356475029518,0.4475698201032006,0.4561687083636059,Isotype,Experiment_1 Donor_1,238897
0.05371336145954183,0.8024748154199796,0.22007482721804303,0.3093398464928803,0.10784929201041994,Isotype,Experiment_1 Donor_1,233811
0.5474884688789837,0.6717623985744182,0.058540520900801335,0.10659452760687323,0.22370830137210893,Isotype,Experiment_1 Donor_1,189970
0.14118042095415625,0.41133298420206743,0.3303265522418839,0.19789184124098966,0.3569994065170066,Isotype,Experiment_1 Donor_1,212399
0.0,0.4583851725658307,0.41064107098505687,0.1956913476330542,0.2814947262163104,Isotype,Experiment_1 Donor_1,235607
0.47667651730345173,0.33469539845440593,0.04920341521025096,0.21226011086425214,0.5401948193971736,Isotype,Experiment_1 Donor_1,237006
0.017503185278224954,0.5458698222032018,0.48548701998700433,0.08650079705804359,0.26544660245765433,Isotype,Experiment_1 Donor_1,197354
0.5453293787248898,0.8555380080914499,0.005641664296688019,0.13444026108262222,0.08508971866809036,Isotype,Experiment_1 Donor_1,213726
0.4328884205908617,0.2135676266710563,0.15410338751661598,0.25135944903811713,0.7516641397965396,Isotype,Experiment_1 Donor_1,200650
0.36530283900736976,0.25927164292715743,0.0523691654087371,0.10805501098813386,0.7225122852042472,Isotype,Experiment_1 Donor_1,233172
0.06785191476897248,0.2894811760665936,0.20671780890011465,0.3609551325855207,0.4576085225443177,Isotype,Experiment_1 Donor_1,206353
0.1806488836584825,0.3187324490691203,0.21154603126457613,0.35549820423363554,0.5438420354568697,Isotype,Experiment_1 Donor_1,197002
0.4945029114765728,0.47492975156763345,0.6757648764991949,0.06039430183467933,0.3140276086585554,Isotype,Experiment_1 Donor_1,235062
0.012634860800581564,0.38121899319512265,0.2342597753790403,0.23552872872611078,0.4428635364361004,Isotype,Experiment_1 Donor_1,210369
0.03215807496288091,0.5791886554944637,0.16765551832046238,0.040873195871223934,0.23032966085891704,Isotype,Experiment_1 Donor_1,206155
0.2917266630739587,0.22285015595056124,0.19376454094989484,0.08181971412826522,0.5972410348436271,Isotype,Experiment_1 Donor_1,194860
0.6045825409354648,0.4778947330589076,0.11736696109839248,0.15748197146073734,0.36558454138416174,Isotype,Experiment_1 Donor_1,214652
0.2616168999223565,0.14685178825348366,0.23392635404309936,0.23442335536128975,0.6679931028755602,Isotype,Experiment_1 Donor_1,190133
0.19414097055755072,0.5681683886886089,0.12857621376589543,0.32061372096695673,0.2658035860538917,Isotype,Experiment_1 Donor_1,199715
0.28491786777749084,0.8525716421714193,0.1826143831444955,0.16902793297524588,0.04916831689842543,Isotype,Experiment_1 Donor_1,238771
0.484379615364117,0.48315434357923726,0.30673309236736424,0.04308702471479735,0.3181675063901041,Isotype,Experiment_1 Donor_1,234446
0.0,0.4816111833862302,0.5870789830488283,0.18936728561104374,0.20240543550252454,Isotype,Experiment_1 Donor_1,231854
0.19277387173742833,0.7346719665979553,0.0,0.36223964317453444,0.17097948119279274,Isotype,Experiment_1 Donor_1,194743
0.4781455833653191,0.2663046186375211,0.5864925998732471,0.2776813753442632,0.47969191795018706,Isotype,Experiment_1 Donor_1,233307
0.0,0.15831266863463464,0.2805709810397319,0.45328924364155687,0.7819242575798283,Isotype,Experiment_1 Donor_1,198570
0.5557675027647726,0.32516468992627484,0.21192245745730826,0.03017392554388475,0.49879162710359565,Isotype,Experiment_1 Donor_1,237198
0.0612631429071367,0.679575975467321,0.004434305507199526,0.20867511666923944,0.16851573313180435,Isotype,Experiment_1 Donor_1,211265
0.16161634324957272,0.5752675822048005,0.820437875257363,0.0777115219070026,0.18125759398161376,Isotype,Experiment_1 Donor_1,224609
0.0,0.23270290093807014,0.6630551675007895,0.15567600294793033,0.516440968877708,Isotype,Experiment_1 Donor_1,196984
0.9880318708409399,0.5342194978924615,0.6486833818734833,0.07487866913399216,0.19066075890317494,Isotype,Experiment_1 Donor_1,210044
0.7172265274393473,0.0544500456869574,0.14792688813450158,0.3227057335593722,0.9807104340727071,Isotype,Experiment_1 Donor_1,204190
0.07694030470613115,0.28861748030179063,0.4160213976839458,0.4131786846726251,0.5173809374251233,Isotype,Experiment_1 Donor_1,238635
0.4972333952614537,0.4020832328461121,1.0,1.0,0.23767853899576583,Isotype,Experiment_1 Donor_1,202860
0.33952994812308046,0.5109660613661365,0.5643194369392145,0.050629296485979775,0.24125801655057424,Isotype,Experiment_1 Donor_1,235487
0.3561481123947226,0.6562515956771027,0.22961709188783247,0.0,0.15309351963573536,Isotype,Experiment_1 Donor_1,235580
0.7325436278927729,0.1839245073170042,1.0,1.0,0.33796573810895647,Isotype,Experiment_1 Donor_1,206867
0.426000499709,0.5376630774054388,0.5683079223729312,0.09388931287062452,0.2511463193896209,Isotype,Experiment_1 Donor_1,237358
0.05925181689957044,0.49290806849168334,0.16214963277097671,0.2514078432374006,0.3343037316899967,Isotype,Experiment_1 Donor_1,202682
0.7049034234833592,0.4046187956096924,0.23580905960910806,0.17778252395632257,0.4301787018856103,Isotype,Experiment_1 Donor_1,182211
0.4535367170318274,0.5052936779627726,0.8677073031297806,0.28056374592722616,0.21707710094955335,Isotype,Experiment_1 Donor_1,209024
0.23839337828412213,0.31907333045190667,0.32123081559185757,0.26921578263777757,0.5202066964587794,Isotype,Experiment_1 Donor_1,204597
0.2521261534149741,0.7663018539101633,0.17299521163542192,0.22145191964062233,0.12627405426832355,Isotype,Experiment_1 Donor_1,238303
0.17302879869149404,0.7130452942019159,0.15794679147899982,0.04447753432018343,0.18676479011787941,Isotype,Experiment_1 Donor_1,214253
0.3322583422561511,0.1161758954493441,0.5712106914640664,0.3204287335213481,0.7411855928828839,Isotype,Experiment_1 Donor_1,229724
0.3007487044838764,0.7041966150643849,0.511910428046874,0.13470781395969703,0.1457381242463094,Isotype,Experiment_1 Donor_1,233083
0.2296628072198093,0.3828430521384599,0.2823638131053048,0.4392189678969532,0.4357792065762109,Isotype,Experiment_1 Donor_1,219152
0.2514881220947434,0.8613100119035886,0.18511252620736496,0.23008500957035813,0.08788493918736283,Isotype,Experiment_1 Donor_1,236667
0.3169778409706767,0.9954543227110898,0.4645617426637894,0.16731291123131836,0.0,Isotype,Experiment_1 Donor_1,212177
0.4093309180181778,0.28121174691227147,0.36214600148519993,0.10500751597026695,0.5255180842288777,Isotype,Experiment_1 Donor_1,208729
0.4896094245029736,0.4578852021602617,0.6254646083588934,0.0,0.28870820852177864,Isotype,Experiment_1 Donor_1,233898
0.044095307942515594,0.3647090448559809,0.06808328464811714,0.15886736175924587,0.48375079592255354,Isotype,Experiment_1 Donor_1,227875
0.3800365901866928,0.4844811164333291,0.17506396631429383,0.17265645024279427,0.37616052051747767,Isotype,Experiment_1 Donor_1,230687
0.18735317812751845,0.46504015905656404,0.29482215685310187,0.1725225915765476,0.39611433346732605,Isotype,Experiment_1 Donor_1,218039
0.28933892971245884,0.37557934251304204,0.4451175624310832,0.1444071731331442,0.4105254751216391,Isotype,Experiment_1 Donor_1,202835
0.3169976226754598,0.33376081736141,0.06480886723199442,0.09371454964593964,0.46062449260740945,Isotype,Experiment_1 Donor_1,228073
0.18198952924169393,0.7338214439515918,0.7663749671971684,0.14585554730828926,0.04394591440660709,Isotype,Experiment_1 Donor_1,205272
0.2404467397021578,0.6388469149375754,0.11685489992595789,0.1967557229018058,0.24244619450087151,Isotype,Experiment_1 Donor_1,239325
0.41608241783714833,0.22716449977811204,0.0,0.22775974847792205,0.7042975407430374,Isotype,Experiment_1 Donor_1,237920
0.3466289445841712,0.4840673153943678,0.18760487764971387,0.5387315958201311,0.35522723658632355,Isotype,Experiment_1 Donor_1,220869
1.0,0.06339139045074314,1.0,0.42968978699757765,0.6263285987590388,Isotype,Experiment_1 Donor_1,205150
1.0,0.0,0.6453950771120367,0.5186821998286179,1.0,Isotype,Experiment_1 Donor_1,231414
0.019400201339080058,0.37149049715425486,0.1880282825399456,0.5023928683595033,0.35051337485606204,Isotype,Experiment_1 Donor_1,230169
0.49857023562615455,0.5004967729648008,0.04015870176886353,0.33294308348424806,0.37247269237163516,Isotype,Experiment_1 Donor_1,233227
0.04454353194973706,0.6004638860385955,0.6109496039882174,0.24294012939947035,0.18451548687881883,Isotype,Experiment_1 Donor_1,220792
0.10171118611940473,0.6279439563671942,0.004995741534993406,0.1771155859397796,0.2898488396919699,Isotype,Experiment_1 Donor_1,194100
0.5409145775649068,0.1414871897279667,0.0568734820444602,0.1653851439935527,0.9601336029381745,Isotype,Experiment_1 Donor_1,205946
0.049015581016743366,0.0877285003430308,0.2592249428407608,0.4610201995614216,0.9125376528879575,Isotype,Experiment_1 Donor_1,187437
0.13231985231775473,0.26708996691111897,0.5354894875214071,0.5345181242578192,0.5400954248016968,Isotype,Experiment_1 Donor_1,239108
0.06534155200853321,0.704650967019539,0.37491073793367674,0.12535355011597923,0.14055098415737075,Isotype,Experiment_1 Donor_1,206381
0.4074798322632841,0.06754920526287471,0.09085126465225833,0.26357073833128575,1.0,Isotype,Experiment_1 Donor_1,211924
0.32984387109140606,0.5544252949367148,0.2009489558448604,0.051009070096980996,0.2875922434957043,Isotype,Experiment_1 Donor_1,222892
0.5736485207238569,0.5181911951089216,0.08856567004920927,0.03366253761322775,0.36505403727037977,Isotype,Experiment_1 Donor_1,190577
1.0,0.0,0.0,0.23740097602623908,1.0,Isotype,Experiment_1 Donor_1,196305
0.4223924153742155,0.519459854842149,0.2650071013155271,0.30441190311988814,0.3165200280551077,Isotype,Experiment_1 Donor_1,238200
0.3247712463630017,0.492842006861474,0.147716041092421,0.20539124354773852,0.31519584921923544,Isotype,Experiment_1 Donor_1,224078
0.19313480428442797,0.5186712943829729,0.32857523015400353,0.22299224322936984,0.2536933551831776,Isotype,Experiment_1 Donor_1,239422
0.804004734362306,0.3885165030660653,1.0,0.13941453405419105,0.27143687306564573,Isotype,Experiment_1 Donor_1,234950
0.7837067368168843,0.2601337096654839,0.9894246688406463,0.2284463587383615,0.40577148540857444,Isotype,Experiment_1 Donor_1,228834
0.9595512472444783,0.0,0.5781722289179252,0.28724005811475933,0.9475484517374759,Isotype,Experiment_1 Donor_1,237494
0.2783600381252893,0.5701158860192205,0.1514151769550996,0.0001603792424525867,0.3108193349078618,Isotype,Experiment_1 Donor_1,225074
0.5422860179606015,0.7349193898550859,0.22110834989621472,0.0,0.11151819644121602,Isotype,Experiment_1 Donor_1,237703
0.2435952196938828,0.3048803751970186,0.23974104609540403,0.4803989209590247,0.4428888058713772,Isotype,Experiment_1 Donor_1,237460
0.41834225353536325,0.5419209464616581,0.08735109923326115,0.42089762737681097,0.3182321022464705,Isotype,Experiment_1 Donor_1,188828
0.2683347446861309,0.16224533837572155,0.49421518218821436,0.5465611170387806,0.720678692841744,Isotype,Experiment_1 Donor_1,206547
0.22826097445717394,0.6122363845945519,0.4377346299238701,0.38147372796308726,0.2137387175643046,Isotype,Experiment_1 Donor_1,209058
0.7064137538951083,0.3429911634563404,0.1343193104322806,0.18463749279665076,0.5400748689746616,Isotype,Experiment_1 Donor_1,186661
0.37530936000925624,0.6055122185786975,0.33154407433710364,0.0,0.24683635882000765,Isotype,Experiment_1 Donor_1,210847
0.15052023956909505,0.08316324915988448,0.8847216207014321,0.27095632046676177,0.8285007808235768,Isotype,Experiment_1 Donor_1,226117
0.6626812910408119,0.35687046115968774,0.5116507047900746,0.5150238633290859,0.43859718249806745,Isotype,Experiment_1 Donor_1,214937
0.0,0.3650219315698541,0.4461121895850142,0.9439162049223375,0.4447068737859098,Isotype,Experiment_1 Donor_1,197915
0.7004613101183066,0.0,1.0,1.0,0.44813530587347883,Isotype,Experiment_1 Donor_1,187670
0.054190158651446815,0.0990858535921871,0.011647930169070913,1.0,0.9568645830329942,Isotype,Experiment_1 Donor_1,224307
0.08358883435542998,1.0,0.3163414046151514,0.26397063529449816,0.0,Isotype,Experiment_1 Donor_1,224568
0.23179367708524043,0.5140133958674596,0.14036905000659755,0.1873317025175194,0.3143091283178649,Isotype,Experiment_1 Donor_1,211518
0.09551085064307724,0.15115746136065572,0.6732451565013993,1.0,0.4496712650113042,Isotype,Experiment_1 Donor_1,205915
0.02742181618692756,0.9933645354487814,0.2051645898145043,0.16522010530422374,0.028304710766947655,Isotype,Experiment_1 Donor_1,210771
0.0,0.8604495342777635,0.2162994947540363,1.0,0.04889131332606547,Isotype,Experiment_1 Donor_1,239799
0.06464435486277784,0.6779346665280251,0.20318969397137054,0.07016546158736708,0.17600791324262202,Isotype,Experiment_1 Donor_1,207190
1.0,0.0,1.0,1.0,1.0,Isotype,Experiment_1 Donor_1,232300
0.13327770514656856,0.06937484278063365,0.2846412563607088,0.6147977935498182,0.9645872419678602,Isotype,Experiment_1 Donor_1,214780
0.3366757215232717,0.36482946620505063,1.0,1.0,0.10048826689526053,Isotype,Experiment_1 Donor_1,230312
0.3975846335314666,0.30403524198313514,0.05933062282029218,0.24942984167089244,0.5282728410633464,Isotype,Experiment_1 Donor_1,202321
0.216745796536576,0.6358051071797022,0.28492963484373596,1.0,0.22650145035582245,Isotype,Experiment_1 Donor_1,189982
0.3718029631305716,0.19002053102170538,0.5577267924344798,0.8666817915315356,0.5996933115371483,Isotype,Experiment_1 Donor_1,217656
0.6811030413515944,0.595783474125237,1.0,0.11836346926880673,0.041649798769780325,Isotype,Experiment_1 Donor_1,210816
0.15802034712010013,0.28374639555684805,0.18226458713478128,0.14908473742412218,0.5689977165561906,Isotype,Experiment_1 Donor_1,231049
0.124339603068302,0.1401345018724473,0.5214162290730923,0.18802975029735472,0.8000006634632045,Isotype,Experiment_1 Donor_1,215952
0.1758288257756589,0.7517706122577467,0.11022729147321607,0.22371344255040698,0.16152921439976656,Isotype,Experiment_1 Donor_1,218036
0.025203809617239847,0.0,0.6153922276825665,1.0,1.0,Isotype,Experiment_1 Donor_1,216125
0.4622379943088488,0.5874162555114829,0.7225808677671162,0.18619051807269277,0.18414053263081664,Isotype,Experiment_1 Donor_1,233810
0.41454889233962794,0.2204897036743245,0.145763874083014,0.23166945100653966,0.7195206531895639,Isotype,Experiment_1 Donor_1,214121
0.2945189290549822,0.3463247868030765,0.20937044163820603,0.3785404071610961,0.4927972787020617,Isotype,Experiment_1 Donor_1,201519
1.0,0.037610202541498536,0.3326836405712747,0.2187426159072502,0.9168674944290217,Isotype,Experiment_1 Donor_1,213345
0.12461313706012771,0.5261732348723102,0.08798647278262062,0.242329502539165,0.31667728570012044,Isotype,Experiment_1 Donor_1,202448
0.4800369238088008,0.008981067108029261,1.0,0.9869139866907195,0.9271409443646809,Isotype,Experiment_1 Donor_1,235036
0.0,0.4343477855904922,0.386735248345461,0.4647967377606894,0.3932311313930006,Isotype,Experiment_1 Donor_1,204029
0.05695187288327117,0.5712712925925086,0.3652714530445991,0.17206076469968945,0.2151968868724586,Isotype,Experiment_1 Donor_1,208633
0.4718699925321025,0.4809850699672389,0.18223418783043097,1.0,0.3466513556067541,Isotype,Experiment_1 Donor_1,194005
1.0,0.0,0.0,0.07738433861907465,1.0,Isotype,Experiment_1 Donor_1,237127
0.4749141537170006,0.5653299979156435,0.12810014717825113,0.1266596322709941,0.2556118697679971,Isotype,Experiment_1 Donor_1,230089
0.20815362822108996,0.6973653887232651,0.2419156469493086,0.2517103995625271,0.18264681990018244,Isotype,Experiment_1 Donor_1,231866
0.1550287391873466,0.15345270320282894,0.0765518852109904,0.14582986363468783,0.791163038260613,Isotype,Experiment_1 Donor_1,217944
0.14758088825496032,0.5113864162151897,0.19410180453931455,0.45560360415266976,0.2917914895452658,Isotype,Experiment_1 Donor_1,214670
0.41589863629028984,0.4154064743409001,0.20235299837275877,0.058869027430289024,0.38500928574763266,Isotype,Experiment_1 Donor_1,216737
0.6117912265885945,0.49369523861621123,0.08782171236812478,0.0,0.35141121838668676,Isotype,Experiment_1 Donor_1,196106
0.5397741951574557,0.08467826285835381,0.38203473899164037,0.1777781542882734,0.9491673688131668,Isotype,Experiment_1 Donor_1,211670
0.5731779184556747,0.36703991814094145,0.25718673590982416,0.1607489272514359,0.4657819090391168,Isotype,Experiment_1 Donor_1,223091
0.21711811279603108,0.7893745872330403,0.2190815417802292,0.07340041780080797,0.15285605438858663,Isotype,Experiment_1 Donor_1,202816
0.19386517416398086,0.6373759778604452,0.19092823949241333,0.08225946878108444,0.23674150125048027,Isotype,Experiment_1 Donor_1,215569
0.4624512784211991,0.7550363738628894,0.3945721935087579,0.20967051800168285,0.10946544343586086,Isotype,Experiment_1 Donor_1,214099
0.49989930485964584,0.04855984199469786,0.6448061959907457,0.45023521145441875,0.8953499977650942,Isotype,Experiment_1 Donor_1,234972
1.0,0.0,0.5892814292103573,0.07951986918472986,1.0,Isotype,Experiment_1 Donor_1,233772
0.5492702724393765,0.30750265100724894,0.18502744172856425,0.14739884007217816,0.4951557033405896,Isotype,Experiment_1 Donor_1,224517
0.37004013532360935,0.7055892289681696,0.054211631092017015,0.2900496846279768,0.22694272837171311,Isotype,Experiment_1 Donor_1,210437
0.4433553391220137,0.49446728926373873,0.3377794176801291,0.0,0.32359687211187815,Isotype,Experiment_1 Donor_1,202057
1.0,0.050321560088582885,0.3535038850743761,0.17171854146081944,0.5649360489366732,Isotype,Experiment_1 Donor_1,219525
0.1579861677919671,0.3104095895947911,0.13383839126364266,0.16166371636190255,0.506785886605885,Isotype,Experiment_1 Donor_1,222226
0.35650118134630304,0.4671844140642471,0.0,0.16409694293655022,0.4135233969501034,Isotype,Experiment_1 Donor_1,222527
0.3395850483301327,0.6925940437618554,0.4512359029204797,0.288215672405119,0.07701159841300094,Isotype,Experiment_1 Donor_1,233511
0.30493320396210566,0.8911871215422436,0.622116987288186,0.05973832136593289,0.060496350080242074,Isotype,Experiment_1 Donor_1,201510
0.9559210381358078,0.1609140316111262,1.0,0.14618162753686909,0.4813029769127808,Isotype,Experiment_1 Donor_1,230442
0.7509770197476655,0.07982767181880249,0.2969836520022704,0.2925954696519581,1.0,Isotype,Experiment_1 Donor_1,195996
0.547078048814223,0.5784622516282585,0.15263433243613758,0.005700671656713043,0.271506362127126,Isotype,Experiment_1 Donor_1,239629
0.2181716327349538,0.19239135378623018,0.3712591942765227,0.12632513665711753,0.7158675079911204,Isotype,Experiment_1 Donor_1,210204
0.05553282214225092,0.3476585761506617,0.20038810013971098,0.06286474791411856,0.4669272235762734,Isotype,Experiment_1 Donor_1,196255
0.014634630170704988,0.4587031600774951,0.38612163740470723,1.0,0.3168371612079366,Isotype,Experiment_1 Donor_1,230506
0.1535624442452489,0.0,0.14391601687545202,0.42678572040274704,1.0,Isotype,Experiment_1 Donor_1,193815
0.5234355177996167,0.5999709919421695,0.8309944699440631,0.13640764819959084,0.14334978955853653,Isotype,Experiment_1 Donor_1,199272
0.18027827622181072,0.0,0.09643482713707933,0.13151840521819413,0.9119081448588084,Isotype,Experiment_1 Donor_1,183764
0.5907241352806287,0.33523892667872457,0.5102838485552333,0.09074711975512662,0.4699056511274898,Isotype,Experiment_1 Donor_1,239855
1.0,0.2989175113646187,0.12042934545040325,0.12524704452202068,0.45274908409724546,Isotype,Experiment_1 Donor_1,204898
0.12878926755239103,0.42975853064549685,0.0845670819691889,0.2148328574889247,0.36500269128906054,Isotype,Experiment_1 Donor_1,236486
0.5116368490315546,0.3552180141832718,0.4586708494319991,0.09746469600162498,0.38572730786002213,Isotype,Experiment_1 Donor_1,220653
1.0,0.27846019307395026,1.0,1.0,0.11324800150699946,Isotype,Experiment_1 Donor_1,198087
0.502717227474539,0.505620199524938,0.2840687655033198,0.14084250069751236,0.3011553527673258,Isotype,Experiment_1 Donor_1,219341
0.37589246543491966,0.4061389946178471,0.22602611715311374,0.11975458853073766,0.37144973125926783,Isotype,Experiment_1 Donor_1,199375
0.3847912596075509,0.5111544489969235,0.1710859437793788,0.0,0.37234198551660913,Isotype,Experiment_1 Donor_1,238406
0.3601154447287077,0.7248632376020759,0.0,0.0045268209133320905,0.22197981135976916,Isotype,Experiment_1 Donor_1,205620
0.9513263466665848,0.1835588511379587,0.04840204522133112,0.18718375554633043,0.7892015905180525,Isotype,Experiment_1 Donor_1,208964
1.0,0.10108243241342056,1.0,0.9617906560455263,0.5287840617725859,Isotype,Experiment_1 Donor_1,205170
0.17434902727195617,0.16721970779505282,0.47619133594467755,0.32942203981014107,0.7573183996390708,Isotype,Experiment_1 Donor_1,194330
